# timestamp_ns, ang_vel_x, ang_vel_y, ang_vel_z, lin_acc_x, lin_acc_y, lin_acc_z
1553767979597906944,0.109395073,0.181263016,0.038381920,-1.845570365,-2.821655669,-10.334969657
1553767979598907904,0.388494359,0.158892479,0.059687208,-1.251605522,-3.391670317,-9.017708915
1553767979599908864,0.572785073,0.104563985,0.067144061,-0.422928764,-4.613130278,-7.288504813
1553767979600909824,0.616460949,0.035321805,0.055426150,0.424908150,-6.165102935,-5.631151297
1553767979601910784,0.506738678,-0.037116175,0.028794541,0.961392525,-7.640434966,-4.452801688
1553767979602912000,0.276913909,-0.100043785,-0.000984628,1.111271799,-8.662208741,-3.907052295
1553767979603912704,-0.033078025,-0.137328040,-0.027616237,0.905300119,-9.035831788,-4.256725146
1553767979604913920,-0.339874150,-0.137328040,-0.041464674,0.373605783,-8.695739015,-5.353644092
1553767979605914880,-0.566775508,-0.098978520,-0.037203616,-0.349690115,-7.766471436,-6.833766162
1553767979606915840,-0.660518712,-0.030801603,-0.015898332,-0.967605154,-6.549801515,-8.208507373
1553767979607916800,-0.598733441,0.045897430,0.011798544,-1.264587576,-5.467252687,-9.228785693
1553767979608918016,-0.403790016,0.102356441,0.034169096,-1.216687185,-4.854127686,-9.765270068
1553767979609918720,-0.130017072,0.119400672,0.048017534,-0.934074881,-4.854127686,-9.664679248
1553767979610919936,0.153343243,0.101291177,0.051213326,-0.450280935,-5.428932374,-8.883902881
1553767979611920896,0.392836733,0.061110669,0.044841946,0.151552301,-6.398738985,-7.574280233
1553767979612922880,0.522798961,0.012108508,0.024601923,0.606606012,-7.514818086,-6.223489217
1553767979613923584,0.528125284,-0.036893653,0.000100842,0.836527887,-8.496776094,-5.102620076
1553767979614924800,0.412011460,-0.077373704,-0.021204444,0.798207575,-9.085950899,-4.523025350
1553767979615925504,0.209611250,-0.098678984,-0.035052882,0.448534723,-9.062000703,-4.618826131
1553767979616926976,-0.026877454,-0.093352662,-0.035052882,-0.169380316,-8.400975313,-5.385232381
1553767979617927424,-0.234604019,-0.061394733,-0.019073915,-0.863935980,-7.265736055,-6.568372030
1553767979618928896,-0.362435718,-0.009196779,0.008622958,-1.342939886,-5.924525118,-7.785041951
1553767979619929600,-0.384806272,0.046196967,0.034189302,-1.477060980,-4.707855196,-8.795740194
1553767979620930816,-0.307996863,0.082249971,0.049164776,-1.359270642,-3.912645363,-9.453455666
1553767979621931520,-0.154598801,0.087576285,0.056621625,-0.976067517,-3.716253762,-9.520516212
1553767979622932992,0.026496138,0.065205736,0.053425832,-0.430003064,-4.132987160,-9.017562111
1553767979623933440,0.186285793,0.028986747,0.040642660,0.168751819,-5.047884621,-8.045184181
1553767979624934912,0.283224849,-0.008297505,0.021467901,0.695656116,-6.336405129,-6.953055275
1553767979625935616,0.292812229,-0.040255439,0.001227879,0.959108264,-7.725516457,-6.028577736
1553767979626936832,0.210786884,-0.060495459,-0.017946879,0.848937366,-8.817645363,-5.391502541
1553767979627937536,0.063780391,-0.058364930,-0.030730052,0.384303577,-9.378079934,-5.214271095
1553767979628939008,-0.105596654,-0.033863850,-0.036056374,-0.276721814,-9.287069191,-5.516043556
1553767979629939456,-0.244714017,0.007376963,-0.031849131,-0.936908853,-8.534430759,-6.062297774
1553767979630940928,-0.313956172,0.053183330,-0.019065958,-1.420702799,-7.360871188,-6.670632735
1553767979631941632,-0.292650917,0.084075995,-0.003086993,-1.645834635,-6.148991305,-7.346028243
1553767979632942848,-0.190385514,0.084075995,0.009696179,-1.559613931,-5.195773532,-7.939993087
1553767979633943552,-0.041248501,0.056379124,0.017153029,-1.214731119,-4.620968845,-8.227395430
1553767979634945024,0.113214829,0.008442227,0.015022501,-0.668666666,-4.515587985,-8.198655196
1553767979635945472,0.231459169,-0.046951522,0.005435120,-0.022011392,-4.903581149,-7.973523360
1553767979636946944,0.280461333,-0.100214736,-0.005217522,0.500102865,-5.650827243,-7.628640548
1553767979637947648,0.246372871,-0.137498991,-0.011609111,0.715654623,-6.551354587,-7.259807540
1553767979638948864,0.141535354,-0.144511284,-0.010704616,0.633628709,-7.374163078,-6.945178255
1553767979639949568,-0.010797461,-0.117879664,-0.002182499,0.317486131,-7.910647453,-6.772736849
1553767979640951040,-0.164195523,-0.067812240,0.013796467,-0.118407424,-7.996868157,-6.629035677
1553767979641951488,-0.271787248,-0.010287964,0.037232283,-0.578251174,-7.671145500,-6.538024935
1553767979642952960,-0.302679883,0.038714199,0.060668099,-0.956664260,-7.172981438,-6.662565950
1553767979643953920,-0.256873546,0.067476339,0.078777592,-1.119525588,-6.684397453,-6.940388216
1553767979644954624,-0.151412350,0.069606868,0.086234443,-1.004564650,-6.286824211,-7.213420442
1553767979645955840,-0.018254312,0.045105782,0.077712328,-0.654891799,-6.056902336,-7.390651888
1553767979646957824,0.108512152,-0.003896378,0.054276512,-0.204628127,-6.047322258,-7.476872591
1553767979647958784,0.198874081,-0.065706620,0.022992921,0.173717266,-6.248208756,-7.491672541
1553767979648960000,0.230832023,-0.116839309,-0.003638688,0.403639141,-6.645781998,-7.515622736
1553767979649960704,0.195678288,-0.138144598,-0.019617653,0.427589337,-7.124785904,-7.587473322
1553767979650961920,0.105130815,-0.118969838,-0.024943975,0.259937969,-7.464878678,-7.601843440
1553767979651962880,-0.010983004,-0.069967678,-0.021748181,-0.075364765,-7.517569107,-7.515622736
1553767979652963840,-0.117509431,-0.010312873,-0.008965012,-0.525628437,-7.345127701,-7.391081721
1553767979653964800,-0.185686355,0.048276666,0.012340277,-0.923201679,-7.067305435,-7.304861018
1553767979654965760,-0.199534793,0.097278826,0.034710829,-1.167493671,-6.799063248,-7.256960627
1553767979655966720,-0.162250537,0.127106230,0.047494003,-1.210604023,-6.583511490,-7.132419611
1553767979656967936,-0.083418138,0.122726254,0.042439859,-1.011215258,-6.449332453,-6.964318126
1553767979657968640,0.012455666,0.079050420,0.021134572,-0.651962328,-6.406222102,-6.777506603
1553767979658969856,0.103003138,0.003416645,-0.008692831,-0.297499438,-6.449332453,-6.624225353
1553767979659970816,0.165853732,-0.075412923,-0.036389704,0.004273023,-6.660094172,-6.681705821
1553767979660971776,0.182897963,-0.128676137,-0.054499204,0.181504468,-7.014557063,-6.997848400
1553767979661972736,0.148809501,-0.144655112,-0.065151840,0.205454664,-7.292379328,-7.366681407
1553767979662973952,0.074240998,-0.127610872,-0.068347633,0.033013258,-7.297169367,-7.649293712
1553767979663974912,-0.010980156,-0.087130832,-0.060890790,-0.307079516,-7.062457453,-7.826525157
1553767979664975872,-0.078091807,-0.030671815,-0.039585497,-0.608851977,-6.731944758,-7.917535899
1553767979665977088,-0.110899895,0.035353935,-0.009612546,-0.767549629,-6.396809821,-7.901243417
1553767979666977792,-0.101312515,0.093943471,0.019149594,-0.786709785,-6.095037360,-7.676111581
1553767979667979008,-0.053375607,0.122705611,0.035128560,-0.595108223,-5.889065680,-7.201897714
1553767979668979968,0.019062366,0.109922437,0.032998031,-0.235855293,-5.869905524,-6.660623300
1553767979669980928,0.092565610,0.058789749,0.017019065,0.113817559,-6.061507086,-6.272630136
1553767979670981888,0.140502512,-0.009387171,-0.003220958,0.372479668,-6.454290289,-6.148089120
1553767979671983104,0.141567776,-0.071172504,-0.021330451,0.477860527,-6.952454352,-6.287000253
1553767979672982784,0.094696139,-0.110587284,-0.035178889,0.377269707,-7.359607672,-6.607932870
1553767979673983744,0.013736048,-0.123370458,-0.042635740,0.065917168,-7.512888922,-6.991135995
1553767979674985984,-0.072635868,-0.108549260,-0.038200042,-0.409652865,-7.378979070,-7.388391774
1553767979675986944,-0.134421197,-0.068069216,-0.017960022,-0.831176303,-7.053256413,-7.714114430
1553767979676987904,-0.151465428,-0.010544940,0.017193705,-1.118578647,-6.641313054,-7.896135914
1553767979677989120,-0.117376966,0.053370921,0.054477958,-1.247909701,-6.253319890,-7.857815602
1553767979678989824,-0.040677935,0.101307817,0.081109567,-1.089838412,-5.965917546,-7.565623219
1553767979679991040,0.058391649,0.114090990,0.089631682,-0.677895053,-5.846166569,-7.077039235
1553767979680992000,0.154265440,0.088524644,0.078979038,-0.146200717,-5.913227116,-6.583665211
1553767979681992960,0.216050786,0.035261430,0.055543222,0.385493619,-6.200629460,-6.325003102
1553767979682993920,0.220311843,-0.024393378,0.026781084,0.720796354,-6.602992741,-6.305842945
1553767979683995136,0.163214439,-0.070110982,-0.001177925,0.820672528,-6.938437594,-6.407198262
1553767979684995840,0.056688004,-0.093546795,-0.024613741,0.667391278,-7.101298922,-6.699390645
1553767979685997056,-0.067947927,-0.086089953,-0.036331650,0.207547528,-7.053398531,-7.168814473
1553767979688999936,-0.178735420,-0.050936222,-0.032070592,-0.458267902,-6.780366305,-7.609498067
1553767979690000896,-0.244781832,0.007653317,-0.010765307,-1.119293293,-6.392373141,-7.887320332
1553767979691001856,-0.247977625,0.079026035,0.021192626,-1.617457355,-6.081020602,-8.035811543
1553767979692003072,-0.192583858,0.138680843,0.051020028,-1.828219074,-5.927739352,-7.968750996
1553767979693003776,-0.096710076,0.166377719,0.068064261,-1.660567707,-5.903789156,-7.484957051
1553767979694004992,0.017273219,0.147202959,0.066998997,-1.152823566,-6.100180758,-6.857461934
1553767979695005952,0.120689237,0.084612437,0.048165967,-0.521264532,-6.511761321,-6.377378515
1553767979696006912,0.180344041,-0.004869767,0.017273298,0.029589960,-6.962024993,-5.994175390
1553767979697007872,0.188866157,-0.090090922,-0.015749899,0.484643671,-7.364388274,-5.749883397
1553767979698009088,0.146255587,-0.149745731,-0.046642568,0.795996210,-7.656580657,-5.864844335
1553767979699009792,0.064230226,-0.175312077,-0.067947848,0.772046015,-7.723641204,-6.348638280
1553767979700010752,-0.036969887,-0.163594168,-0.074339435,0.431953242,-7.527249602,-6.985713476
1553767979701011968,-0.131778414,-0.115657260,-0.062621526,-0.023100469,-7.144046477,-7.656318944
1553767979702012672,-0.192498487,-0.040023494,-0.035989920,-0.492524297,-6.669832610,-8.245493749
1553767979703013888,-0.205281660,0.045197657,-0.000836195,-0.856567266,-6.123768157,-8.461045507
1553767979704014848,-0.162927915,0.110952276,0.029599533,-0.943655057,-5.654618564,-8.213807906
1553767979705015808,-0.073445711,0.137583895,0.046643764,-0.756843534,-5.477387119,-7.715643844
1553767979706016768,0.032015462,0.117343862,0.047709029,-0.507761503,-5.678568759,-7.255800094
1553767979707017984,0.118301875,0.063015380,0.035991120,-0.258679471,-6.181522861,-6.877387008
1553767979708018688,0.156651391,-0.005161539,0.013620568,0.052673068,-6.861708408,-6.570824508
1553767979709020928,0.137476639,-0.072273195,-0.017272102,0.263434786,-7.489203525,-6.403173141
1553767979710021888,0.066103922,-0.127666941,-0.044968977,0.177214083,-7.877196689,-6.465443649
1553767979711022848,-0.032965662,-0.155363825,-0.059882679,-0.148508573,-8.011317783,-6.824696578
1553767979712024064,-0.128839453,-0.143645908,-0.053491093,-0.517341581,-7.853246494,-7.255800094
1553767979713024768,-0.189669325,-0.090460110,-0.030626709,-0.785176188,-7.383777932,-7.521156288
1553767979714025984,-0.193930383,-0.012695806,0.001331222,-0.909717204,-6.770652932,-7.621747109
1553767979715026944,-0.137471367,0.056546378,0.033289153,-0.852236735,-6.210218361,-7.564266640
1553767979716027904,-0.037336519,0.092765364,0.056724969,-0.579204508,-5.860545510,-7.382245155
1553767979717028864,0.076646767,0.092765364,0.067377615,-0.176841227,-5.788694924,-7.205013710
1553767979718030080,0.167194236,0.065068493,0.064181822,0.239892171,-5.975506447,-7.061312538
1553767979719030784,0.208739558,0.020327389,0.049268118,0.565614828,-6.296439064,-6.874501015
1553767979720032000,0.191695318,-0.032935829,0.023701773,0.714106038,-6.598211525,-6.654159218
1553767979721032960,0.123518399,-0.083003259,-0.002929836,0.565614828,-6.885613869,-6.702059609
1553767979722033920,0.020028133,-0.111848386,-0.017718620,0.123902439,-7.082207601,-7.095285614
1553767979723034880,-0.092889897,-0.103326270,-0.016653355,-0.431742093,-7.034307210,-7.464118622
1553767979724036096,-0.183437357,-0.058585168,-0.000674387,-0.953856350,-6.746904866,-7.674880340
1553767979725036800,-0.224982687,0.004265429,0.023826693,-1.351429592,-6.416392171,-7.856901825
1553767979726038016,-0.209003704,0.058593912,0.050458302,-1.519080960,-6.176890218,-7.909592254
1553767979727038976,-0.145087838,0.091617105,0.070698324,-1.313109280,-6.100249593,-7.689250457
1553767979728039936,-0.049214047,0.096943427,0.073894117,-0.786204983,-6.258320882,-7.363527801
1553767979729040896,0.047725010,0.075638147,0.061110948,-0.134759671,-6.631943929,-7.047385223
1553767979730041856,0.118032457,0.027701245,0.033414073,0.492735447,-7.063047444,-6.630651825
1553767979731042816,0.149753767,-0.035802263,-0.002646556,0.957338854,-7.489038269,-6.242041607
1553767979732044032,0.135905329,-0.097587594,-0.040996074,1.062719714,-7.881821472,-6.251621685
1553767979733044736,0.080511578,-0.133806585,-0.067627680,0.804057605,-8.087793152,-6.615664654
1553767979734045952,-0.000448515,-0.130610792,-0.075084532,0.286733386,-7.929721863,-6.998867779
1553767979735046912,-0.076082285,-0.088000222,-0.064431887,-0.331181653,-7.436347839,-7.276690044
1553767979736047872,-0.117627590,-0.020888562,-0.036735016,-0.934726575,-6.775322449,-7.525772076
1553767979737048832,-0.111236020,0.048353621,-0.000516027,-1.341879895,-6.085556824,-7.645523052
1553767979738050048,-0.061168583,0.099486310,0.034637697,-1.356250013,-5.496382019,-7.568882427
1553767979739050752,0.016595716,0.114400012,0.057008248,-1.097587903,-5.146709167,-7.382070904
1553767979740051968,0.096897233,0.091866604,0.063095158,-0.718014870,-5.065334704,-7.124208555
1553767979741052928,0.154421505,0.036472862,0.055638305,-0.171950417,-5.285676501,-6.870336485
1553767979742053888,0.166139413,-0.034899854,0.035398282,0.388484153,-5.769470447,-6.717055235
1553767979743055872,0.124594105,-0.105207300,0.008766672,0.714206809,-6.320324939,-6.697895079
1553767979744056576,0.036177163,-0.154209472,-0.014669146,0.695046653,-6.823279040,-6.855966368
1553767979745057792,-0.074610332,-0.168057910,-0.025321786,0.412434348,-7.196902087,-7.167318907
1553767979746058752,-0.176875710,-0.137165233,-0.018930200,0.014861106,-7.297492907,-7.430771055
1553767979747059712,-0.240791593,-0.068988313,0.005570878,-0.435402566,-7.120261462,-7.493041563
1553767979748060672,-0.241856857,0.019428629,0.039659339,-0.809025612,-6.895129626,-7.469091368
1553767979749061888,-0.182430885,0.099244891,0.069633320,-0.943974179,-6.799212963,-7.481556310
1553767979750062592,-0.084426574,0.147181799,0.087742811,-0.881703671,-6.746522533,-7.361805333
1553767979751063808,0.026360928,0.152508121,0.087742811,-0.694892148,-6.717782299,-7.069612950
1553767979752064768,0.125430516,0.124811237,0.069633320,-0.316479062,-6.837533275,-6.849271153
1553767979753065728,0.185085320,0.069417495,0.035544858,0.061934024,-7.067455150,-6.796580724
1553767979754066688,0.189346378,-0.003020487,-0.007065717,0.191265079,-7.244686596,-6.825320958
1553767979755067904,0.140344222,-0.070132142,-0.044349975,0.071514102,-7.350067455,-7.079193028
1553767979756068608,0.052992539,-0.106351129,-0.069916313,-0.230258359,-7.335697338,-7.515086583
1553767979757069824,-0.043946517,-0.098894277,-0.076307900,-0.623041562,-7.062665111,-7.797698888
1553767979758070784,-0.117942848,-0.052138442,-0.060236860,-1.045975750,-6.646121837,-7.877828690
1553767979759071744,-0.146704987,0.016038477,-0.029344188,-1.362118329,-6.373089610,-7.973629471
1553767979760072704,-0.129660756,0.082084872,0.003679008,-1.395648602,-6.272498790,-7.987999588
1553767979761073920,-0.078528072,0.127891235,0.028180088,-1.146566571,-6.210228282,-7.614376541
1553767979762074624,-0.006090094,0.140674416,0.038832731,-0.681932782,-6.248548595,-6.977301346
1553767979763075840,0.070608941,0.115108062,0.032441145,-0.097548016,-6.502420665,-6.440816971
1553767979764076800,0.128133216,0.053322728,0.009005329,0.400616046,-6.871253673,-6.076774002
1553767979765077760,0.147307980,-0.028702627,-0.022952601,0.659278156,-7.216136485,-5.966603104
1553767979766078720,0.123872159,-0.106466925,-0.055975803,0.611377765,-7.460428478,-6.282745682
1553767979767079936,0.063654503,-0.151359973,-0.080576518,0.225561952,-7.451047314,-6.823817746
1553767979768080640,-0.008783474,-0.151359973,-0.085902840,-0.354032774,-7.139694775,-7.302821652
1553767979769081856,-0.068438278,-0.108749387,-0.070989138,-0.957577696,-6.732541455,-7.777035519
1553767979770082816,-0.101461484,-0.039507207,-0.037965945,-1.427001524,-6.363708447,-8.227299191
1553767979771083776,-0.099330955,0.036126568,-0.000681692,-1.613813048,-5.975715283,-8.275199582
1553767979772084736,-0.062046692,0.097911897,0.029145710,-1.436581603,-5.626042432,-7.791405637
1553767979773085952,0.003999699,0.126674036,0.046189941,-0.947997618,-5.558981885,-7.163910519
1553767979774086656,0.076437676,0.108564541,0.045124677,-0.315712462,-5.779323682,-6.565155637
1553767979775087872,0.125439836,0.051040266,0.029145710,0.259092226,-6.196057080,-6.052621457
1553767979776088832,0.133203373,-0.027510885,0.004646186,0.659305967,-6.789885951,-5.930262877
1553767979777089792,0.087397000,-0.102079389,-0.026246481,0.769476865,-7.335950404,-6.241615416
1553767979778090752,0.001110587,-0.148951032,-0.051812831,0.549135068,-7.546712123,-6.639188658
1553767979779091712,-0.094763216,-0.156407883,-0.063530732,0.094081357,-7.422171107,-7.084662291
1553767979780092672,-0.167201181,-0.124449942,-0.053943360,-0.456773135,-7.125188685,-7.649886900
1553767979781093888,-0.193832792,-0.059468816,-0.021985423,-0.930987002,-6.698875209,-8.114520689
1553767979782094592,-0.167201181,0.024687069,0.022755680,-1.165698916,-6.239031459,-8.224691587
1553767979783095808,-0.090502158,0.103516631,0.061105197,-1.084268252,-5.956419154,-8.090570494
1553767979784096768,0.011763232,0.147192481,0.082410484,-0.753755557,-5.894148646,-7.807958189
1553767979785097728,0.108870884,0.141898416,0.085471549,-0.270498563,-5.975404413,-7.284785997
1553767979786098688,0.173852010,0.095026772,0.071623111,0.275565890,-6.281966913,-6.753091661
1553767979787099904,0.188765713,0.026849855,0.046056769,0.634818819,-6.794501093,-6.508799669
1553767979788100608,0.147220408,-0.041327067,0.015164101,0.677929171,-7.244764765,-6.384258653
1553767979789101824,0.061999253,-0.089263967,-0.013598040,0.476747530,-7.479476679,-6.336358263
1553767979790102784,-0.039200860,-0.107373454,-0.031707531,0.060014132,-7.503426874,-6.527959825
1553767979791103744,-0.127617800,-0.096720810,-0.032772795,-0.524370634,-7.263924921,-6.839312364
1553767979792104704,-0.179815757,-0.059436559,-0.013598040,-1.094385282,-6.885511835,-7.179405138
1553767979793105920,-0.181946286,-0.002977548,0.017294629,-1.444058134,-6.574159296,-7.581768419
1553767979794106624,-0.139124344,0.050084833,0.043236909,-1.464175302,-6.349105881,-7.878579507
1553767979795107840,-0.065621107,0.079912241,0.056020081,-1.191143075,-6.157504319,-7.821099038
1553767979796108800,0.022795833,0.074585919,0.056020081,-0.688188974,-6.133554123,-7.543276772
1553767979797109760,0.102690666,0.037301664,0.038975851,-0.079854013,-6.397006272,-7.284614663
1553767979798110720,0.151692822,-0.017026821,0.009148449,0.418310050,-6.770629319,-7.011582436
1553767979799111936,0.159149673,-0.073485833,-0.027070539,0.710502432,-7.062821701,-6.738550210
1553767979800112640,0.125061215,-0.120357464,-0.057963211,0.724872550,-7.225683030,-6.618799233
1553767979801113856,0.064341146,-0.142728017,-0.072876905,0.379989737,-7.196942795,-6.652329507
1553767979802114816,-0.004901038,-0.128879580,-0.063289525,-0.185234872,-6.986181076,-6.791240640
1553767979803115776,-0.062670900,-0.076549254,-0.031002467,-0.743352059,-6.717857631,-7.076043931
1553767979804118016,-0.097824634,-0.001980743,0.009477578,-1.150505379,-6.363394740,-7.349076158
1553767979805118720,-0.103150957,0.066196181,0.046761832,-1.270256355,-5.903550990,-7.344286119
1553767979806119936,-0.076519337,0.104545692,0.074458703,-1.102604988,-5.544298061,-7.171844713
1553767979807120896,-0.028582438,0.102415163,0.089372406,-0.714611824,-5.510767787,-7.138314439
1553767979808121856,0.016158664,0.065130912,0.089372406,-0.178127449,-5.769429897,-7.176634752
1553767979809122816,0.037463951,0.006541372,0.071262910,0.310456535,-6.167003139,-7.152684556
1553767979810124032,0.030007100,-0.060570283,0.041435509,0.578698723,-6.655587123,-7.238905259
1553767979811124736,-0.003016095,-0.119159823,0.009477578,0.540378410,-7.129800990,-7.425716783
1553767979812125952,-0.049851277,-0.146894562,-0.011020602,0.231423799,-7.450643205,-7.573576345
1553767979813126912,-0.090331334,-0.128785059,-0.012085867,-0.228419951,-7.589554338,-7.669377126
1553767979814127872,-0.107375565,-0.068064990,0.003893102,-0.721793974,-7.527283830,-7.626266775
1553767979815128832,-0.090331334,0.016090896,0.032655239,-1.057096709,-7.297361955,-7.314914235
1553767979816130048,-0.037068104,0.090659398,0.063547908,-1.095417021,-7.062650041,-6.898180837
1553767979817130752,0.035369871,0.136465778,0.083787928,-0.855915068,-6.952479143,-6.605988454
1553767979818131968,0.103546793,0.142857364,0.088048986,-0.439181670,-6.914158830,-6.428757009
1553767979819132928,0.142961577,0.113029952,0.068874230,0.073352510,-6.890208635,-6.309006032
1553767979820133888,0.144026842,0.051244619,0.029459446,0.490085909,-6.914158830,-6.433547048
1553767979821134848,0.101929466,-0.027899910,-0.020659237,0.586967800,-6.900269208,-6.852574556
1553767979822135808,0.029491486,-0.099272620,-0.065400339,0.333095730,-6.761358075,-7.355528658
1553767979823136768,-0.051468604,-0.134426347,-0.090966686,-0.179438450,-6.531436200,-7.935123384
1553767979824137984,-0.117514991,-0.119512645,-0.090966686,-0.806933567,-6.263194013,-8.438077486
